Column1,Column2
1,"like vardalos and corbett  who play their roles with vibrant charm  the film  directed by joel zwick  is heartfelt and hilarious in ways you can't fake . "
0,"the very definition of what critics have come to term an  ambitious failure .  "
1,"manages to please its intended audience -- children -- without placing their parents in a coma-like state . "
1,"there are flaws  but also stretches of impact and moments of awe ; we're wrapped up in the characters  how they make their choices  and why . "
1,"features fincher's characteristically startling visual style and an almost palpable sense of intensity . "
1,"it's not just a feel-good movie  it's a feel movie . you feel good  you feel sad  you feel pissed off  but in the end  you feel alive - which is what they did . "
0,"a late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques . "
1,"the filmmakers want nothing else than to show us a good time  and in their cheap  b movie way  they succeed . "
1,"an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief . "
0," . . . a movie that  quite simply  shouldn't have been made . "
1,"it certainly won't win any awards in the plot department but it sets out with no pretensions and delivers big time . "
0,"all's well that ends well  and rest assured  the consciousness-raising lessons are cloaked in gross-out gags . "
1,"it's a satisfying summer blockbuster and worth a look . "
1,"several degrees shy of the gross-out contests one expects from current teen fare . "
1,"scotland looks wonderful  the fans are often funny fanatics  the showdown sure beats a bad day of golf . "
0,"amid the shock and curiosity factors  the film is just a corny examination of a young actress trying to find her way . "
1,"spider-man is in the same category as x-men - occasionally brilliant but mostly average  showing signs of potential for the sequels  but not giving us much this time around . "
0,"given how heavy-handed and portent-heavy it is  this could be the worst thing soderbergh has ever done . "
0,"ultimately  clarity matters  both in breaking codes and making movies . enigma lacks it . "
0,"as it stands  crocodile hunter has the hurried  badly cobbled look of the 1959 godzilla  which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction . "
0,"a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs . and neither do cliches  no matter how 'inside' they are . "
0,"[janey] forgets about her other obligations  leading to a tragedy which is somehow guessable from the first few minutes  maybe because it echoes the by now intolerable morbidity of so many recent movies . "
1,"every individual will see the movie through the prism of his or her own beliefs and prejudices  but the one thing most will take away is the sense that peace is possible . that  in itself  is extraordinary . "
0,"it's crap on a leash--far too polite to scale the lunatic heights of joe dante's similarly styled gremlins . "
0,"a sensual performance from abbass buoys the flimsy story  but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at . "
1,"beneath clouds is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from rabbit-proof fence . "
0,"the director's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship ( most notably wretched sound design ) . "
1,"there is nothing outstanding about this film  but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . "
1,"nair does capture the complexity of a big family and its trials and tribulations . . . "
0,"a dreary indulgence . "
1,"like the best of godard's movies . . . it is visually ravishing  penetrating  impenetrable . "
1,"has an unmistakable  easy joie de vivre . "
1,"bluer than the atlantic and more biologically detailed than an autopsy  the movie . . . is  also  frequently hilarious . "
1,"bright seems alternately amused and disgusted with this material  and he can't help throwing in a few of his own touches . "
0,"it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor . "
0,"becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't . "
1,"a cutesy romantic tale with a twist . "
0,"the ill-conceived modern-day ending falls flat where it should deliver a moral punch . "
0,"the issues are presented in such a lousy way  complete with some of the year's ( unintentionally ) funniest moments  that it's impossible to care . "
1,"its engaging simplicity is driven by appealing leads . "
0,"nothing about this movie works . "
0,"shouldn't have been allowed to use the word  new  in its title  because there's not an original character  siuation or joke in the entire movie . "
1,"berling and b閍rt . . . continue to impress  and isabelle huppert . . . again shows uncanny skill in getting under the skin of her characters . "
1,"with we were soldiers  hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in . "
0,"the pacing is often way off and there are too many bona fide groaners among too few laughs . "
1,"the dangerous lives of altar boys' take on adolescence feels painfully true . "
0,"a very slow  uneventful ride around a pretty tattered old carousel . "
1,"the charm of the first movie is still there  and the story feels like the logical  unforced continuation of the careers of a pair of spy kids . "
0,"the episodic film makes valid points about the depersonalization of modern life . but the characters tend to be cliches whose lives are never fully explored . "
1," . . . less a story than an inexplicable nightmare  right down to the population's shrugging acceptance to each new horror . "
1,"a distant  even sterile  yet compulsively watchable look at the sordid life of hogan's heroes star bob crane . "
1,"if it's not entirely memorable  the movie is certainly easy to watch . "
0,"it might not be 1970s animation  but everything else about it is straight from the saturday morning cartoons � a retread story  bad writing  and the same old silliness . "
1,"one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret . "
0,"unintelligible  poorly acted  brain-slappingly bad  harvard man is ludicrous enough that it could become a cult classic . "
0,"the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film . "
1,"graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world . "
1,"in the end  the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters ?damaged-goods people whose orbits will inevitably and dangerously collide . "
1,"a forceful drama of an alienated executive who re-invents himself . "
1,"shot in rich  shadowy black-and-white  devils chronicles  with increasingly amused irony  the relationship between reluctant captors and befuddled captives . "
1,"this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first . "
0,"what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama . "
0,"amazingly lame . "
0,"i have to admit that i am baffled by jason x . "
1,"the trick when watching godard is to catch the pitch of his poetics  savor the pleasure of his sounds and images  and ponder the historical  philosophical  and ethical issues that intersect with them . "
1," . . . does such a fine job of engulfing you in its world and allying you with its characters' choices  good and ill  that its shortcomings are remembered only as an afterthought . "
1,"the movie is . . . very funny as you peek at it through the fingers in front of your eyes . "
1,"too damn weird to pass up  and for the blacklight crowd  way cheaper ( and better ) than pink floyd tickets . "
1,"its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition . "
1,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves  and it maintains a cool distance from its material that is deliberately unsettling . "
0,"'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa  pues el resultado es francamente aburrido y  por momentos  deplorable . '"
0,"a zippy 96 minutes of mediocre special effects  hoary dialogue  fluxing accents  and -- worst of all -- silly-looking morlocks . "
1,"sch黷te's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close . "
0,"i highly recommend irwin  but not in the way this film showcases him . "
1,"you may be captivated  as i was  by its moods  and by its subtly transformed star  and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . "
1,"damon brings the proper conviction to his role as [jason bourne] . "
1,"this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . "
0,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to  including the condition of art . "
1,"the production has been made with an enormous amount of affection  so we believe these characters love each other . "
0,"bears is even worse than i imagined a movie ever could be . "
1,"alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . "
1,"a treat for its depiction on not giving up on dreams when you're a struggling nobody . "
1,"for every cheesy scene  though  there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions  is visually smart  cleverly written  and nicely realized . "
0," . . . really horrible drek . "
0,"mostly  shafer and co-writer gregory hinton lack a strong-minded viewpoint  or a sense of humor . "
0,"aspires to the cracked lunacy of the adventures of buckaroo banzai  but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane . "
0,"there's no point of view  no contemporary interpretation of joan's prefeminist plight  so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity . "
0,"it has become apparent that the franchise's best years are long past . "
0,"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids  there's not enough intelligence  wit or innovation on the screen to attract and sustain an older crowd . "
1,"the son's room is a triumph of gentility that earns its moments of pathos . "
0,"the photographer's show-don't-tell stance is admirable  but it can make him a problematic documentary subject . "
1,"as hugh grant says repeatedly throughout the movie  'lovely ! brilliant ! '"
1,"a good thriller . "
1,"exploits [headbanger] stereotypes in good fun  while adding a bit of heart and unsettling subject matter . "
0,"the concept behind kung pow : enter the fist is hilarious . it's too bad nothing else is . "
1," . . . a true delight . "
0," . . . pays tribute to heroes the way julia roberts hands out awards--with phony humility barely camouflaging grotesque narcissism . "
0,"the film is so bad it doesn't improve upon the experience of staring at a blank screen . "
0,"more likely to have you scratching your head than hiding under your seat . "
0,"a mild  reluctant  thumbs down . "
1,"miyazaki's nonstop images are so stunning  and his imagination so vivid  that the only possible complaint you could have about spirited away is that there is no rest period  no timeout . "
0,"it's bedeviled by labored writing and slack direction . "
0," . . little action  almost no suspense or believable tension  one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic . "
1,"a well-put-together piece of urban satire . "
0,"perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . "
1,"performances are potent  and the women's stories are ably intercut and involving . "
1,"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served  even if it's a dish that's best served cold . "
1,"the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work . "
1,"instead of hitting the audience over the head with a moral  schrader relies on subtle ironies and visual devices to convey point of view . "
1,"a beautifully tooled action thriller about love and terrorism in korea . "
1,"a film of ideas and wry comic mayhem . "
1,"like these russo guys lookin' for their mamet instead found their sturges . "
1,"by and large this is mr . kilmer's movie  and it's his strongest performance since the doors . "
1,"it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious . "
1,"a witty  whimsical feature debut . "
1,"succeeds only because bullock and grant were made to share the silver screen . "
1,"a good music documentary  probably one of the best since the last waltz . "
0,"the world needs more filmmakers with passionate enthusiasms like martin scorsese . but it doesn't need gangs of new york . "
0,"as conceived by mr . schaeffer  christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell . "
1,"secretary  is owned by its costars  spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen . "
0,"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess  piss on trees  b . s . one another and put on a show in drag . "
1,"what the movie lacks in action it more than makes up for in drama  suspense  revenge  and romance . "
0,"ruh-roh ! romething's really wrong with this ricture ! "
1,"the performances of the children  untrained in acting  have an honesty and dignity that breaks your heart . "
0,"choppy  overlong documentary about 'the lifestyle . '"
1,"if the man from elysian fields is doomed by its smallness  it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out . "
1,"one of the smarter offerings the horror genre has produced in recent memory  even if it's far tamer than advertised . "
0,"there are many things that solid acting can do for a movie  but crafting something promising from a mediocre screenplay is not one of them . "
0,"everything was as superficial as the forced new jersey lowbrow accent uma had . "
1,"[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . "
1,"if s&m seems like a strange route to true love  maybe it is  but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves . "
0,"i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible ! "
0,"the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing . "
1,"though a touch too arthouse 101 in its poetic symbolism  heaven proves to be a good match of the sensibilities of two directors . "
0,"first-time writer-director dylan kidd also has a good ear for dialogue  and the characters sound like real people . "
1,"is office work really as alienating as 'bartleby' so effectively makes it ? "
1,"the action sequences are fun and reminiscent of combat scenes from the star wars series . "
1,"a true pleasure . "
1,"it's no surprise that as a director washington demands and receives excellent performances  from himself and from newcomer derek luke . "
1,"a touching drama about old age and grief with a tour de force performance by michel piccoli . "
0,"partway through watching this saccharine  easter-egg-colored concoction  you realize that it is made up of three episodes of a rejected tv show . "
1,"this is a stunning film  a one-of-a-kind tour de force . "
0,"it is depressing  ruthlessly pained and depraved  the movie equivalent of staring into an open wound . "
1,"ultimately too repellent to fully endear itself to american art house audiences  but it is notable for its stylistic austerity and forcefulness . "
0,"forgettable  if good-hearted  movie . "
1,"a fast paced and suspenseful argentinian thriller about the shadow side of play . "
0,"the plot is straight off the shelf  the performances are television- caliber and the message of providing solace through deception is a little creepy . "
0,"the film is really not so much bad as bland . "
1,"lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters  this is a coming-of-age story with a twist . "
0,"in an effort  i suspect  not to offend by appearing either too serious or too lighthearted  it offends by just being wishy-washy . "
0,"although huppert's intensity and focus has a raw exhilaration about it  the piano teacher is anything but fun . "
0,"another wholly unnecessary addition to the growing  moldering pile of  well  extreme stunt pictures . "
1,"the film just might turn on many people to opera  in general  an art form at once visceral and spiritual  wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . "
0,"it's a loathsome movie  it really is and it makes absolutely no sense . "
1,"grainy photography mars an otherwise delightful comedy of errors . "
1,"an epic of grandeur and scale that's been decades gone from the popcorn pushing sound stages of hollywood . "
1,"a tremendous piece of work . "
0,"to call the other side of heaven  appalling  would be to underestimate just how dangerous entertainments like it can be . "
1,"as action-adventure  this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits . "
1,"parris' performance is credible and remarkably mature . "
1,"it's bright  pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . "
1,"it excels because  unlike so many other hollywood movies of its ilk  it offers hope . "
1,"the best thing i can say about this film is that i can't wait to see what the director does next . "
1,"ramsay  as in ratcatcher  remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . "
0,"eastwood winces  clutches his chest and gasps for breath . it's a spectacular performance - ahem  we hope it's only acting . "
0,"it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . "
1,"a joyous occasion"
0,"haneke's script ( from elfriede jelinek's novel ) is contrived  unmotivated  and psychologically unpersuasive  with an inconclusive ending . "
0,"like a fish that's lived too long  austin powers in goldmember has some unnecessary parts and is kinda wrong in places . "
0,"admirable  certainly  but not much fun to watch . for caine lovers only . "
0,"this film looks like it was produced in 1954  shelved for 48 years  and repackaged for a 2002 audience . "
1,"mana gives us compelling  damaged characters who we want to help -- or hurt . "
0,"the movie wavers between hallmark card sentimentality and goofy  life-affirming moments straight out of a cellular phone commercial . "
1,"a french film with a more down-home flavor . "
0,"lawrence preaches strictly to the converted . "
1,"the film has the courage of its convictions and excellent performances on its side . "
0,"schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . "
1,"the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a  dungeons and dragons  fantasy with modern military weaponry . . . "
1,"but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks . "
0,"the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john . "
0,"trivial where it should be profound  and hyper-cliched where it should be sincere . "
0,"what ultimately makes windtalkers a disappointment is the superficial way it deals with its story . "
0,"'linklater fans  or pretentious types who want to appear avant-garde will suck up to this project . . . '"
1,"it'll keep you wide awake and . . . very tense . "
1,"a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . "
0,"it's difficult to imagine the process that produced such a script  but here's guessing that spray cheese and underarm noises played a crucial role . "
1,"witty  vibrant  and intelligent . "
1,"it may not be a huge cut of above the rest  but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters . "
1,"evokes a palpable sense of disconnection  made all the more poignant by the incessant use of cell phones . "
0,"the overall feel is not unlike watching a glorified episode of  7th heaven .  "
1,"ratliff's two previous titles  plutonium circus and purgatory county show his penchant for wry  contentious configurations  and this film is part of that delicate canon . "
0,"the movie makes absolutely no sense . its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ? "
0,"ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? "
0,"very stupid and annoying . "
1,"this may be dover kosashvili's feature directing debut  but it looks an awful lot like life -- gritty  awkward and ironic . "
1,"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool  wry humor and just the measure of tenderness required to give this comic slugfest some heart . "
0,"take away all the cliches and the carbon copy scenes from every drug movie we've seen and all you have left are john leguizamo's cool jackets . "
0,"rates an 'e' for effort -- and a 'b' for boring . "
0,"amazingly dopey . "
1," . . . while dark water isn't a complete wash ( no pun intended )  watched side-by-side with ringu  it ultimately comes off as a pale successor . "
0,"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor  the result doesn't fully satisfy either the die-hard jason fans or those who can take a good joke . "
0,"despite its raucous intent  xxx is as conventional as a nike ad and as rebellious as spring break . "
1,"while it would be easy to give crush the new title of two weddings and a funeral  it's a far more thoughtful film than any slice of hugh grant whimsy . "
1,"confessions is without a doubt a memorable directorial debut from king hunk . "
0,"there isn't one moment in the film that surprises or delights . "
1,"you could say that it's slow at times  you could say that a few of the characters act in ways that real people wouldn't  but one thing you couldn't say is that alias betty is predictable . "
0,"barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . "
0,"terminally bland  painfully slow and needlessly confusing . . . the movie  shot on digital videotape rather than film  is frequently indecipherable . "
0,"for its 100 minutes running time  you'll wait in vain for a movie to happen . "
0,"phoned-in business as usual . "
1,"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro  it's still a guilty pleasure to watch . "
0,"a crass and insulting homage to great films like some like it hot and the john wayne classics . "
1,"the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . "
0,"serry does a fine job of capturing the climate of the times and  perhaps unwittingly  relating it to what is happening in america in 2002 . but hard-to-believe plot twists force the movie off track in its final half hour . "
0,"when not wallowing in its characters' frustrations  the movie is busy contriving false  sitcom-worthy solutions to their problems . "
0,"the actors are appealing  but elysian fields is idiotic and absurdly sentimental . "
1,"what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant . "
1,"grenier is terrific  bringing an unforced  rapid-fire delivery to toback's heidegger- and nietzsche-referencing dialogue . "
0,"a movie that hovers somewhere between an acute character study and a trite power struggle . "
1,"a complex psychological drama about a father who returns to his son's home after decades away . "
1,"colorful and deceptively buoyant until it suddenly pulls the rug out from under you  burkinabe filmmaker dani kouyate's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory . "
1,"the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people . "
0,"this is a third-person story now  told by hollywood  and much more ordinary for it . "
1,"an impressive if flawed effort that indicates real talent . "
0,"a fascinating but choppy documentary . "
0,"it should be interesting  it should be poignant  it turns out to be affected and boring . "
0,"though howard demonstrates a great eye as a director  this southern gothic drama is sadly a tough sit  with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter . "
0,"humor in i spy is so anemic . "
1,"with or without the sex  a wonderful tale of love and destiny  told well by a master storyteller"
1,"both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . "
0,"mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . that's because relatively nothing happens . "
0,"a work that lacks both a purpose and a strong pulse . "
0,"this is rote drivel aimed at mom and dad's wallet . "
1,"even if you don't know the band or the album's songs by heart  you will enjoy seeing how both evolve  and you will also learn a good deal about the state of the music business in the 21st century . "
0,"blade ii has a brilliant director and charismatic star  but it suffers from rampant vampire devaluation . "
0,"an opportunity missed . "
0,"what would jesus do if he was a film director ? he'd create a movie better than this . "
0,"a pale xerox of other  better crime movies . "
1,"a charming but slight comedy . "
1,"nettelbeck has crafted an engaging fantasy of flavours and emotions  one part romance novel  one part recipe book . "
0,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here )  but her raw performance and utter fearlessness make it strangely magnetic . "
1,"behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art . "
0,"instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence . "
1,"as a director  paxton is surprisingly brilliant  deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip . "
1,"a lean  deftly shot  well-acted  weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . "
1,"the film doesn't sustain its initial promise with a jarring  new-agey tone creeping into the second half"
0,"there's nothing remotely topical or sexy here . "
0,"i'll go out on a limb . it isn't quite one of the worst movies of the year . it's just merely very bad . "
1,"so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt . "
0,"with zoe clarke-williams's lackluster thriller  new best friend   who needs enemies ? just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills . "
0,"everything that was right about blade is wrong in its sequel . "
0,"sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house . "
1,"if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . "
1,"the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs . "
0,"though excessively tiresome  the uncertainty principle  as verbally pretentious as the title may be  has its handful of redeeming features  as long as you discount its ability to bore . "
0,"well  it does go on forever . "
0,"`martin lawrence live' is so self-pitying  i almost expected there to be a collection taken for the comedian at the end of the show . "
1,"special p . o . v . camera mounts on bikes  skateboards  and motorcycles provide an intense experience when splashed across the immense imax screen . "
0,"better at putting you to sleep than a sound machine . "
0,"inconsequential road-and-buddy pic . "
0,"the iditarod lasts for days - this just felt like it did . "
1,"has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . "
0,"well-shot but badly written tale set in a future ravaged by dragons . "
0,"the cameo-packed  m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise . . . then mike myers shows up and ruins everything . "
1,"the usual movie rah-rah  pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard . "
0,"as a kind of colorful  dramatized pbs program  frida gets the job done . but  for that  why not watch a documentary ? "
1,"by no means a great movie  but it is a refreshingly forthright one . "
1,"a thoughtful movie  a movie that is concerned with souls and risk and schemes and the consequences of one's actions . "
0,"rather quickly  the film falls into a soothing formula of brotherly conflict and reconciliation . "
0,"so few movies explore religion that it's disappointing to see one reduce it to an idea that fits in a sampler . "
0,"it has the right approach and the right opening premise  but it lacks the zest and it goes for a plot twist instead of trusting the material . "
0,"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie  but i believe a movie can be mindless without being the peak of all things insipid . "
1,"you might not want to hang out with samantha  but you'll probably see a bit of yourself in her unfinished story . "
0,"bond-inspired ? certainly . likely to have decades of life as a classic movie franchise ? let's hope not . "
1,"the movie has a soft  percolating magic  a deadpan suspense . "
0,"the film has a few cute ideas and several modest chuckles but it isn't exactly kiddie-friendly� alas  santa is more ho-hum than ho-ho-ho and the snowman ( who never gets to play that flute ) has all the charm of a meltdown . "
0,"adults  other than the parents . . . will be hard pressed to succumb to the call of the wild . "
0,"director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through . "
1,"piccoli gives a superb performance full of deep feeling . "
1,"sure  it's contrived and predictable  but its performances are so well tuned that the film comes off winningly  even though it's never as solid as you want it to be . "
1,"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs  but westbrook's foundation and dalrymple's film earn their uplift . "
0,"so aggressively cheery that pollyana would reach for a barf bag . "
0,"the journey toward redemption feels more like a cinematic experiment than a full-blown movie . "
0,"oops  she's really done it this time . that chirpy songbird britney spears has popped up with more mindless drivel . "
0,"confusion is one of my least favourite emotions  especially when i have to put up with 146 minutes of it . "
1,"a touching  small-scale story of family responsibility and care in the community . "
0,"whether jason x is this bad on purpose is never clear . but one thing's for sure : it never comes close to being either funny or scary . "
1,"still rapturous after all these years  cinema paradiso stands as one of the great films about movie love . "
1,"the pianist is polanski's best film . "
1,"leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy  he insists on the importance of those moments when people can connect and express their love for each other . "
0,"the fourth in a series that i'll bet most parents had thought --hoped ! -- was a fad that had long since vanished . "
1,"in other words  it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus  like i already mentioned . . . it's robert duvall ! c'mon ! "
0,"it's kind of sad that so many people put so much time and energy into this turkey . "
1,"returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age . "
0,"astonishing isn't the word -- neither is incompetent  incoherent or just plain crap . indeed  none of these words really gets at the very special type of badness that is deuces wild . "
0," . . . turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . "
0,"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very  very slowly . "
1,"suffers from the lack of a compelling or comprehensible narrative . still  as a visual treat  the film is almost unsurpassed . "
0,"seeing as the film lacks momentum and its position remains mostly undeterminable  the director's experiment is a successful one . "
0,"somewhere in the middle  the film compels  as demme experiments he harvests a few movie moment gems  but the field of roughage dominates . "
1,"a quiet  disquieting triumph . "
1,"the film has just enough of everything -- re-enactments  archival footage  talking-head interviews -- and the music is simply sublime . "
1,"as a film director  labute continues to improve . "
0,"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging  life-affirming lesson while walking around a foreign city with stunning architecture . "
1,"its scenes and sensibility are all more than familiar  but it exudes a kind of nostalgic spy-movie charm and  at the same time  is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time . "
1,"the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . "
1,"without resorting to camp or parody  haynes ( like sirk  but differently ) has transformed the rhetoric of hollywood melodrama into something provocative  rich  and strange . "
0,"an unintentionally surreal kid's picture . . . in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode . "
0,"many of benjamins' elements feel like they've been patched in from an episode of miami vice . "
1,"like its bizarre heroine  it irrigates our souls . "
1,"its cast full of caffeinated comedy performances more than make up for its logical loopholes  which fly by so fast there's no time to think about them anyway . "
1,"the crime matters less than the characters  although the filmmakers supply enough complications  close calls and double-crosses to satisfy us . "
1,"proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts . "
1,"puts to rest any thought that the german film industry cannot make a delightful comedy centering on food . "
0,"forget the misleading title  what's with the unexplained baboon cameo ? "
0,"ozpetek offers an aids subtext  skims over the realities of gay sex  and presents yet another tired old vision of the gay community as an all-inclusive world where uptight  middle class bores like antonia can feel good about themselves . "
1,"the work of an artist tormented by his heritage  using his storytelling ability to honor the many faceless victims . "
1,"i'm sure mainstream audiences will be baffled  but  for those with at least a minimal appreciation of woolf and clarissa dalloway  the hours represents two of those well spent . "
0,"his [nelson's] screenplay needs some serious re-working to show more of the dilemma  rather than have his characters stage shouting matches about it . "
1,"diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film . "
0,"the film is like sitting in a downtown caf�  overhearing a bunch of typical late-twenty-somethings natter on about nothing  and desperately wishing you could change tables . "
0,"as tweedy talks about canning his stockbroker and repairing his pool  you yearn for a few airborne tv sets or nude groupies on the nod to liven things up . "
1,"this cuddly sequel to the 1999 hit is a little more visually polished  a little funnier  and a little more madcap . "
1,"a charming and funny story of clashing cultures and a clashing mother/daughter relationship . "
0,"it feels like a community theater production of a great broadway play : even at its best  it will never hold a candle to the original . "
1,"it's obviously struck a responsive chord with many south koreans  and should work its magic in other parts of the world . "
0,"like its parade of predecessors  this halloween is a gory slash-fest . it can't escape its past  and it doesn't want to . "
0,"the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . "
1,"a worthwhile way to spend two hours . "
0," . . . liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario . too bad . "
0,"doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago . "
